artist,year,track,album,tags,labelid,url,cluster,distance,bpm_essentia
sl0p0k,2020.0,first/last,VAL 013 - first/last,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/first-last,1,0.1667331591825955,128.98
Kevin McHugh,2020.0,Telempathy 04,Telempathy vol 1,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/telempathy-04,3,0.1690757257925233,164.84
Kevin McHugh,2020.0,Telempathy 05,Telempathy vol 1,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/telempathy-05,3,0.1601411104340384,161.6
Kevin McHugh,2020.0,Telempathy 06,Telempathy vol 1,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/telempathy-06,3,0.2246214088873824,82.03
Kevin McHugh,2020.0,Telempathy 08,Telempathy vol 1,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/telempathy-08,3,0.1440258653783111,155.26
Rush Plus,2018.0,Quick Release (Ambivalent Remix),VAL011 - Valence 11,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/quick-release-ambivalent-remix,2,0.0971539495128429,132.97
Ambivalent,2016.0,And,VAL001 - And/Or,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/and,0,0.1970398584847209,124.99
Ambivalent,2016.0,Chronos (Truncate Remix),VAL003 - Janus EP,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/chronos-truncate-remix,0,0.1913550496242622,126.97
Ambivalent,2016.0,Chronos,VAL003 - Janus EP,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/chronos,0,0.2241041265550267,128.01
Ambivalent,2017.0,Gorge,VAL009 - Untitled,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/gorge,2,0.18802034846387,131.97
Ambivalent,2016.0,Janus,VAL003 - Janus EP,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/janus,2,0.1784657463020438,128.01
Ambivalent,2017.0,Noncompiant - Gyges (Noncompliant Remix),VAL010 - Doxa EP,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/gyges-noncompliant-remix,1,0.2292173242634211,131.91
Ambivalent,2016.0,Or,VAL001 - And/Or,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/or,0,0.187394690232078,124.99
Ambivalent,2017.0,Untitled,VAL009 - Untitled,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/untitled-3,1,0.2455876769589862,131.87
GoldFFinch,2016.0,Interception,VAL002,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/interception,0,0.1713070367142231,125.01
GoldFFinch,2016.0,Modification,VAL004 - Modification EP,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/modification,0,0.2217409988540708,123.97
Noncompliant,2017.0,"More Howl, More Keening",VAL008 - More Than Surviving,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/more-howl-more-keening,0,0.1542530425116905,126.97
Noncompliant,2017.0,More Than Surviving (Ambivalent Remix),VAL008 - More Than Surviving,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/more-than-surviving-ambivalent-remix,2,0.2136770948436702,130.02
Noncompliant,2017.0,More Than Surviving,VAL008 - More Than Surviving,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/more-than-surviving,0,0.1811804475219167,129.02
Taylor Deupree,2016.0,Untitled (Marco Shuttle Remix),VAL005 - Taylor Deupree,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/untitled-marco-shuttle-remix,1,0.1929961946722733,129.99
LSD,2017.0,Process 3,Process,Berlin,5,https://ostgut.bandcamp.com/track/process-3,1,0.2288257650909131,132.05
Various Artists,2016.0,Toms Due - Module,VAL006 - Multivalence Vol. 1,electronic|acid|techno|Berlin,1,https://valence3.bandcamp.com/track/module,0,0.2355778326655728,126.94
Skjöld,2021.0,Instincts,Perceptions,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/instincts,2,0.1099596689239706,135.02
Skjöld,2021.0,Intrusions,Perceptions,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/intrusions,2,0.0881757718089556,133.0
Skjöld,2021.0,Perceptions,Perceptions,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/perceptions,2,0.1887611751617318,133.04
Booz,2020.0,Andromeda,Arcadia,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/andromeda,1,0.1652592858250246,129.95
Booz,2020.0,Axam,Arcadia,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/axam,2,0.1822122543532315,133.05
Booz,2020.0,Orione,Arcadia,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/orione,1,0.230870053939217,132.04
Edit Select,2020.0,Lakej - Phooka,2020 Selected,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/phooka-3,2,0.2328380927821917,130.0
Edit Select,2021.0,Linear System - Space Exploration 11,Further Explorations,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/space-exploration-11,2,0.2124195492840645,133.96
Edit Select,2021.0,Linear System - Space Exploration 12,Further Explorations,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/space-exploration-12,2,0.1743385377306096,132.01
Edit Select,2021.0,Linear System - Space Exploration 13,Further Explorations,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/space-exploration-13,2,0.1884852400867224,128.1
Edit Select,2020.0,Linear System - Space Exploration,2020 Selected,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/space-exploration,2,0.1513353745553486,131.98
Edit Select,2020.0,Notzing - To Induce To Dance ( Oscar Mulero Deconstruction ),2020 Selected,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/to-induce-to-dance-oscar-mulero-deconstruction-2,2,0.1677793921970245,130.92
Edit Select,2020.0,Oxygeno - Panic Attack,2020 Selected,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/panic-attack-2,2,0.2066391022071474,131.04
Edit Select,2020.0,Svarog - FF3,2020 Selected,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/ff3-2,2,0.1637994841645064,129.96
Edit Select,2020.0,Viels - Pursuit Of Perversion,2020 Selected,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/pursuit-of-perversion-2,1,0.2379557277650494,126.02
Felix Fleer & Jonas Landwehr,2020.0,Limerence ( Edit Select Remix ),Limerence,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/limerence-edit-select-remix,2,0.1232507590728751,132.05
Felix Fleer & Jonas Landwehr,2020.0,Limerence,Limerence,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/limerence,2,0.1411079307394129,132.02
Felix Fleer & Jonas Landwehr,2020.0,Metanoia,Limerence,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/metanoia,2,0.2316065540772633,128.01
Hattori Hanzo,2020.0,Triangular,Strereo Abuse,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/triangular,2,0.2496905151059752,127.01
Linear System,,Linear System - Space Exploration 12 - Viels Remix,,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/space-exploration-12-viels-remix,2,0.149879389846301,131.98
Linear System,2020.0,Space Exploration.10,Space Exploration,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/space-exploration-10,2,0.2121765613381469,132.03
Linear System,2020.0,Space Exploration.3,Space Exploration,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/space-exploration-3,2,0.1761849480362024,128.02
Linear System,2020.0,Space Exploration.5,Space Exploration,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/space-exploration-5,2,0.2147789318636221,133.99
Linear System,2020.0,Space Exploration.6,Space Exploration,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/space-exploration-6,2,0.1308332208699045,134.01
Linear System,2020.0,Space Exploration.8,Space Exploration,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/space-exploration-8,2,0.1513353745553486,131.98
Oxygeno,2021.0,Deja Vu,Everything Ends In Silence,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/deja-vu,2,0.1468707300302457,133.87
Oxygeno,2021.0,Her Roses Were Guns,Everything Ends In Silence,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/her-roses-were-guns,2,0.1810279474215617,132.02
Unknown Artist,,Unknown Track,,,13,,0,0.2495464118984671,65.92
Oxygeno,2021.0,Possessed Bodies - Lewis Fautzi Remix,Everything Ends In Silence,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/possessed-bodies-lewis-fautzi-remix-2,1,0.1379894316709053,129.98
Skjöld,2021.0,Oberon,Perceptions,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/oberon,1,0.2233471702370505,130.01
Skjöld,2021.0,Scale Rotations,Perceptions,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/scale-rotations,1,0.2322210011405387,131.0
Svarog,2021.0,Despair,23 Hours Of Drama,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/despair,0,0.2426767246871241,110.02
Svarog,2021.0,Inevitability,23 Hours Of Drama,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/inevitability,0,0.2168909642613432,115.01
Svarog,2021.0,Svarog - 23 Hours Of Drama - Lakej Remix,23 Hours Of Drama Remixed,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/23-hours-of-drama-lakej-remix,1,0.2299103450661633,128.07
Svarog,2021.0,Vesper,23 Hours Of Drama,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/vesper,0,0.2477669558376257,111.02
Translate,2021.0,Autonomy Didactics,Sequential Discipline,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/autonomy-didactics,2,0.1241866302814199,134.5
Translate,2021.0,Crepuscular,Sequential Discipline,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/crepuscular,1,0.2194714376768814,131.01
Translate,2021.0,Rhine,Sequential Discipline,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/rhine,2,0.1278162938288738,132.01
Various Artists,2020.0,Booz - Five Years Later,A Strange New Beauty,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/five-years-later,1,0.2088735523189192,133.05
Various Artists,2020.0,Hattori Hanzo - Interstellar Travel,A Strange New Beauty,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/interstellar-travel,2,0.1637500498361824,130.6
Various Artists,2020.0,Spectrometre - Ease In Slowly,A Strange New Beauty,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/ease-in-slowly,1,0.226108688982268,128.09
04LM,2020.0,Outline #2,Outlines,electronic|techno.|dubtechno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/outline-2,2,0.2399735648223873,129.04
04LM,2020.0,Outline #3,Outlines,electronic|techno.|dubtechno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/outline-3,1,0.179471022928259,128.0
A Thousand Details,2020.0,Zalderine,Zalderine,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/zalderine,2,0.1407128001450012,130.66
Abrial,2019.0,Anteprime,Abrial - Modern Attitude,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/anteprime,2,0.1329316329382489,128.02
Abrial,2019.0,Modern Attitude,Abrial - Modern Attitude,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/modern-attitude,1,0.2009921736385221,126.02
Abrial,2019.0,Palace Talk,Abrial - Modern Attitude,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/palace-talk,1,0.2108692740665698,128.2
Aisle,2018.0,Intentionality,Intentionality EP,electronic|atmospheric|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/intentionality,0,0.1780162611823555,125.98
Aisle,2018.0,Sentient,Intentionality EP,electronic|atmospheric|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/sentient,0,0.2069315064036405,125.02
Alex Randal,2018.0,Brain Diffusion,Unearthed EP,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/brain-diffusion,1,0.2404143664584105,128.98
Alex Randal,2018.0,Celestial Body,Unearthed EP,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/celestial-body,1,0.2403743513431822,129.0
Alex Randal,2018.0,Echoes,Echoes EP,electronic|deeptechno|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/echoes,2,0.150334451775379,129.99
Alex Randal,2020.0,Granite,Elipticum,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/granite,1,0.2023820515819755,126.95
Alex Randal,2020.0,Gravity,Elipticum,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/gravity,1,0.2209618432576073,126.93
Alex Randal,2018.0,Human Overpopulation,Echoes EP,electronic|deeptechno|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/human-overpopulation,2,0.0891848829334311,129.91
Alex Randal,2020.0,Pulsar,Elipticum,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/pulsar,2,0.1305634367647778,127.97
Alex Randal,2018.0,Unstableness,Unearthed EP,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/unstableness,1,0.1674551425316748,128.95
Billy Turner,2019.0,Frontier,Frontier EP,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/frontier,2,0.1627088228294566,129.96
Billy Turner,2019.0,Intentional,Second Instinct,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/intentional,1,0.218660820352386,128.07
Billy Turner,2019.0,Second Instinct,Second Instinct,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/second-instinct,1,0.1932411236353099,126.99
Cliche Morph,2020.0,Cliche Morph - Molestation,Molestation EP,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/molestation,1,0.2495061637534794,129.86
Cliche Morph,2020.0,Expectation,Molestation EP,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/expectation,1,0.2050364084830574,127.63
Nørbak,2019.0,Rutra,Nørbak - Katu ep,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/rutra-2,2,0.1310072530531146,129.92
Cliche Morph,2018.0,Imagination,Imagination EP,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/imagination,1,0.1665123299176514,129.01
Cliche Morph,2017.0,Provocation,Provocation EP,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/provocation,0,0.1858762363541392,126.99
Cliche Morph,2017.0,cliche morph - Apocalypsis,Provocation EP,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/apocalypsis,1,0.1579685475827423,127.02
CØRE,2020.0,Illustration 1,Illustrations,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/illustration-1,1,0.226497595457923,125.01
Deepbass,2014.0,Sequence 1,Sequence Ep,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/sequence-1,0,0.2066375886988047,126.02
Deepbass,2014.0,Sequence 2,Sequence Ep,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/sequence-2,1,0.2121986935069333,125.98
Dorian Gray,2020.0,- La Prima Musa,Le Muse,electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/la-prima-musa,2,0.2204721764612996,131.03
Dorian Gray,2020.0,- La Quarta Musa,Le Muse,electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/la-quarta-musa-2,2,0.1429625109513252,129.87
Dorian Gray,2020.0,- La Seconda Musa,Le Muse,electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/la-seconda-musa,2,0.222634366501414,128.99
Nørbak,2019.0,Unititled,Nørbak - Katu ep,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/unititled,0,0.2465116743953322,129.93
Dorian Gray,2020.0,- La Terza Musa,Le Muse,electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/la-terza-musa-2,1,0.2486840778173152,128.97
Dorian Gray,2019.0,"Orion,s Belt",The Orion Sytems,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/orion-s-belt,2,0.152919680431283,128.98
Dorian Gray,2019.0,Rigel,The Orion Sytems,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/rigel,2,0.168961302132481,129.88
Dorian Gray,2019.0,The Osiris Secret,The Orion Sytems,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/the-osiris-secret,2,0.2386896548724603,128.99
Drafted,2018.0,Anelim,Resonaural Scene EP,edit select|electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/anelim,2,0.1525343238478197,134.35
Edit Select,2017.0,Alfredo Mazzilli - Brocken Spectre ( Edit- Select Dub ),Alfredo Mazzilli - Brocken Spectre,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/alfredo-mazzilli-brocken-spectre-edit-select-dub,1,0.1842303940603022,127.03
Edit Select,2016.0,Alfredo Mazzilli - Enchanted Pathways,Alfredo Mazzilli - Enchanted Pathways EP,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/enchanted-pathways,1,0.2443931538449764,128.0
Edit Select,2016.0,Alfredo Mazzilli - Far From Everything,Alfredo Mazzilli - Enchanted Pathways EP,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/far-from-everything,0,0.1543941260348132,125.97
Edit Select,2019.0,Antenna,Warning Signal EP,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/antenna,1,0.1679517221100313,129.99
Edit Select,2016.0,Antonio Ruscito - Form 0,Antonio Ruscito - Uncertain Future Forms,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/form-0,3,0.200829859922833,128.2
Edit Select,2015.0,Antonio Ruscito - Primma - Imaginne,Antonio Ruscito - Primma Imaginne,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/primma-imaginne,1,0.2291091576507401,126.02
Edit Select,2018.0,Asperity Reprise,Phlox,electronic|electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/asperity-reprise,0,0.2371951908632326,125.97
Edit Select,2017.0,Broken Spectre (Edit Select Dub),Edit Select: Selected Remixes,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/broken-spectre-edit-select-dub,1,0.1842303940603022,127.03
Edit Select,2018.0,Circling,Phlox,electronic|electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/circling,3,0.2137076783756418,126.0
Edit Select,2017.0,Closing,Edit Select & Antonio Ruscito - Projections,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/closing-2,0,0.2260794175096799,126.02
Edit Select,2019.0,Composite 0.11,Compilation 7,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/composite-011-2,1,0.201102176420719,128.26
Edit Select,2020.0,Drop E - Transitory Exposure - Edit Select Remix,Reworks,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/transitory-exposure-edit-select-remix,2,0.1653162061521144,129.99
Edit Select,2020.0,Drop E - Transitory Exposure,Reworks,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/transitory-exposure,2,0.1988030034532885,129.84
Edit Select,2018.0,Edit Select & Teste - Ascend (Cleric Remix),Various Artists Ep.2,electronic|hypnotic|rave|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/ascend-cleric-remix,2,0.1701873506048861,128.96
Edit Select,2017.0,Fused (Edit Select 2012 Remix),Edit Select: Selected Remixes,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/fused-edit-select-2012-remix,0,0.2332063709045485,128.06
Edit Select,2017.0,Fused 2012,Mion aka Edit Select - Fused Remixes,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/fused-2012,0,0.2325679570159411,128.06
Edit Select,2017.0,Gray Formula,Alfredo Mazzilli - Brocken Spectre,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/gray-formula,1,0.2233797345574654,128.12
Edit Select,2018.0,Hands Down,Phlox,electronic|electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/hands-down,3,0.198476354468923,123.71
Radial,2018.0,Occult,Tympana EP,electronic|techno|Rotterdam,19,https://mord.bandcamp.com/track/occult,1,0.2338633832950121,129.99
Edit Select,2019.0,In Range,Edit Select Presents Club Tracks Vol #1,electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/in-range,2,0.0839629770924459,129.98
Edit Select,2018.0,Intro Ambient,Phlox,electronic|electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/intro-ambient,3,0.2288008987194545,129.84
Edit Select,2020.0,Limo - A Fluid Identity - Edit Select Remix,Selected Remixes,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/a-fluid-identity-edit-select-remix,1,0.2161318649703046,126.02
Edit Select,2019.0,Overhang,Visitors - Prominence,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/overhang,2,0.16225121929116,128.0
Edit Select,2020.0,Luigi Tozzy - Sub Photic Zone - Edit Select Remix,Selected Remixes,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/sub-photic-zone-edit-select-remix,1,0.1965467729237374,126.02
Edit Select,2020.0,Mike Parker - Lustration Eleven - Edit Select Remix,Selected Remixes,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/lustration-eleven-edit-select-remix-2,2,0.2475536879229456,129.0
Edit Select,2019.0,Nørbak - Katu - Refracted Remix,Nørbak - Remixed,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/katu-refracted-remix,2,0.2199049981754016,135.01
Edit Select,2019.0,Nørbak - Luyr - Lakej Remix,Nørbak - Remixed,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/luyr-lakej-remix,2,0.2065108253726358,129.92
Edit Select,2019.0,Nørbak - OTR - Desroi Remix,Nørbak - Remixed,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/otr-desroi-remix,2,0.1585819953543155,129.99
Edit Select,2019.0,Passing glance,Visitors - Prominence,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/passing-glance,1,0.1793679376353542,127.96
Edit Select,2017.0,Projection 2,Edit Select & Antonio Ruscito - Projections,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/projection-2-2,1,0.1217672090784251,129.99
Edit Select,2015.0,SNTS - SNTS - 19.3,SNTS - ES 19,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/snts-193,1,0.2295629489821228,128.02
Edit Select,2020.0,RNGD - Series 004 - Edit Select Remix,Reworks,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/series-004-edit-select-remix,2,0.1542314448651054,131.97
Edit Select,2020.0,RNGD - Series 004,Reworks,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/series-004,1,0.2284521394755347,131.94
Edit Select,2018.0,Receptor,Phlox,electronic|electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/receptor-2,0,0.1751485259344044,126.0
Edit Select,2019.0,Red Pill,Warning Signal EP,electronic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/red-pill,3,0.2141068950260567,64.08
Edit Select,2019.0,Revolve,Edit Select Presents Club Tracks Vol #1,electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/revolve,2,0.1133140925262091,130.0
Edit Select,2014.0,Rrose - The Wipe _ Rrose_Version,Teste - The Rewipes Pt1,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/the-wipe-rrose-version,0,0.2032107555859265,123.98
Edit Select,2017.0,SNTS - 19.1,10 Year Digital Exclusive,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/191,1,0.2331500564790025,125.98
Edit Select,2015.0,SNTS - SNTS - 19.2,SNTS - ES 19,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/snts-192,1,0.2151975551831523,128.96
Edit Select,2015.0,SNTS - SNTS -19.1,SNTS - ES 19,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/snts-191,1,0.2331500564790025,125.98
Edit Select,2017.0,Seconda Immagine (Edit Select Remix),Edit Select: Selected Remixes,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/seconda-immagine-edit-select-remix,2,0.144454391201374,129.02
Edit Select,2019.0,Severed,Edit Select Presents Club Tracks Vol #1,electronic|hypnotic|techno|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/severed,2,0.1397815731310302,129.66
Edit Select,2020.0,Steinmetz - Kraft - Edit Select Remix,Selected Remixes,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/kraft-edit-select-remix,2,0.1728575853972956,130.0
Edit Select,2020.0,Test Series #1,Test Series,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/test-series-1,2,0.1057599262991078,132.09
Edit Select,2020.0,Test Series #2,Test Series,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/test-series-2,2,0.1043263874040035,132.03
Edit Select,2014.0,Teste - Teste - The Rewipes pt3 - Steve Bicknell version,Teste - The Rewipes Pt1,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/teste-the-rewipes-pt3-steve-bicknell-version,0,0.2439060682367698,126.92
Edit Select,2014.0,Teste - The Wipe _ Dino Sabatini Version,Teste - The Rewipes Pt1,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/the-wipe-dino-sabatini-version,0,0.2195980429481593,125.98
Edit Select,2014.0,Teste Claudio PRC - Teste - The Wipe - Claudio PRC - Version,The Rewipes Pt 2,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/teste-the-wipe-claudio-prc-version,2,0.2192526062328932,129.0
Edit Select,2014.0,Teste Edit select - Teste - The Wipe - Edit Select - Version,The Rewipes Pt 2,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/teste-the-wipe-edit-select-version,1,0.1639527022527341,126.06
Edit Select,2017.0,The Wipe (Rrose Version),Edit Select: Selected Remixes,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/the-wipe-rrose-version-2,0,0.2236599941443669,124.0
Edit Select,2019.0,The Wipe - Terence Fixmer Revision 2,Compilation 7,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/the-wipe-terence-fixmer-revision-2,2,0.1068426075004987,128.98
Edit Select,2019.0,UHF#2,Denman - UHF#1,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/uhf-2,2,0.2351329231823501,130.01
Edit Select,2019.0,UHF#3,Denman - UHF#1,electronic|techno and variations|Glasgow,2,https://editselect909.bandcamp.com/track/uhf-3,0,0.2363977046572322,124.49
